job_name,job_salary,job_area,com_name,com_type,com_size,education,work_year,job_benefits,category_path,crawl_time
python后端开发工程师,1.5-2.2万,北京·海淀·中关村,北京亿智云科技有限公司,20-99人,信息安全,学历不限,5-10年,"Python, MongoDB, Redis",技术-后端开发-Python,2026-05-20 17:00:59
python后端开发工程师,1.6-2万,北京·丰台·右安门,京北方,民营,10000人以上,本科,5-10年,"Python, MySQL, AI, 大模型",技术-后端开发-Python,2026-05-20 17:00:59
python后端工程师,1.5-2万,北京·朝阳·小关,北京易才人力资源顾问有限公司,股份制企业,1000-9999人,大专,3-5年,"PHP, FASTAPI, Python",技术-后端开发-Python,2026-05-20 17:00:59
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Python,2026-05-20 17:00:59
python后端开发工程师,1.4-1.9万,北京·顺义·旺泉,北京德信德胜科技股份有限公司,上市公司,100-299人,大专,3-5年,"Sql, MySQL, Python",技术-后端开发-Python,2026-05-20 17:00:59
python开发,1.3-1.4万,北京·朝阳,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,大专,3-5年,"Scrapy, MySQL, PANDAS、NUMPY, Sql, Docker",技术-后端开发-Python,2026-05-20 17:00:59
python开发工程师,7000-9000元,北京·通州·马驹桥,北京光华荣昌汽车部件有限公司,民营,500-999人,本科,1-3年,Python,技术-后端开发-Python,2026-05-20 17:00:59
python开发工程师,1.4-2万,北京·丰台·看丹,京北方,民营,10000人以上,本科,3-5年,"Python并发框架, 达梦数据库",技术-后端开发-Python,2026-05-20 17:00:59
C++/C/Java/Python/GO开发/测试,1.2-2.4万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"C语言, Java, Python, GIS开发, Web开发, QT开发",技术-后端开发-Python,2026-05-20 17:01:00
Python互联网数据采集（爬虫）开发工程师,8000-16000元,北京·海淀·马连洼,北京万智信达智能科技有限公司,其它,20-99人,本科,经验不限,"Python, 数据采集, 爬虫开发, 分布式爬虫, Scrapy",技术-后端开发-Python,2026-05-20 17:01:00
Python 开发工程师,8000-15000元,北京·大兴·博兴,康龙化成,上市公司,10000人以上,本科,3-5年,"FASTAPI, Flask, Django",技术-后端开发-Python,2026-05-20 17:01:00
Python/Java/C++/C软开/软测【14-16薪】,1.2-2.4万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, C++, C",技术-后端开发-Python,2026-05-20 17:01:00
python中级工程师（银行驻场）,1.1-1.5万,北京·顺义·空港,北京四方上行软件技术有限公司,民营,20-99人,本科,3-5年,,技术-后端开发-Python,2026-05-20 17:01:00
初级python开发工程师,7000-10000元,北京·朝阳·劲松,北京唯快科技有限公司,民营,100-299人,本科,经验不限,"Django, Flask, MySQL, PostgreSQL, Redis",技术-后端开发-Python,2026-05-20 17:01:00
JAVA/C++/C/Python 14薪双休 应届生可投,1.5-3万·14薪,北京,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"JavaScript, Python, C++",技术-后端开发-Python,2026-05-20 17:01:00
Python开发工程师,1.6-2.6万,北京·海淀·花园路,苏州人瑞普惠人力资源服务有限公司,上市公司,20-99人,大专,3-5年,"Java, C++, Sql, MySQL",技术-后端开发-Python,2026-05-20 17:01:00
python开发工程师,1.2-1.5万,北京·朝阳·望京,维恩贝特科技有限公司,民营,500-999人,本科,1-3年,"Django, Flask, MySQL, PostgreSQL, Redis, 后端模块开发",技术-后端开发-Python,2026-05-20 17:01:01
c++/python/java/c/算法/测试,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Java, Python",技术-后端开发-Python,2026-05-20 17:01:01
技术工程师（Python上位机）,8000-15000元·14薪,北京·海淀·学院路,北京灵童半导体有限公司,民营,20-99人,本科,1-3年,,技术-后端开发-Python,2026-05-20 17:01:01
python工程师,7000-14000元,北京·门头沟,北京迈迪培尔信息技术有限公司,民营,20-99人,本科,经验不限,Python,技术-后端开发-Python,2026-05-20 17:01:01
python后端开发工程师,1.5-2.2万,北京·海淀·中关村,北京亿智云科技有限公司,20-99人,信息安全,学历不限,5-10年,"Python, MongoDB, Redis",技术-后端开发-Python,2026-05-20 17:01:08
python后端开发工程师,1.6-2万,北京·丰台·右安门,京北方,民营,10000人以上,本科,5-10年,"Python, MySQL, AI, 大模型",技术-后端开发-Python,2026-05-20 17:01:08
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Python,2026-05-20 17:01:08
python后端工程师,1.5-2万,北京·朝阳·小关,北京易才人力资源顾问有限公司,股份制企业,1000-9999人,大专,3-5年,"PHP, FASTAPI, Python",技术-后端开发-Python,2026-05-20 17:01:08
python后端开发工程师,1.4-1.9万,北京·顺义·旺泉,北京德信德胜科技股份有限公司,上市公司,100-299人,大专,3-5年,"Sql, MySQL, Python",技术-后端开发-Python,2026-05-20 17:01:08
python开发,1.3-1.4万,北京·朝阳,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,大专,3-5年,"Scrapy, MySQL, PANDAS、NUMPY, Sql, Docker",技术-后端开发-Python,2026-05-20 17:01:08
python开发工程师,7000-9000元,北京·通州·马驹桥,北京光华荣昌汽车部件有限公司,民营,500-999人,本科,1-3年,Python,技术-后端开发-Python,2026-05-20 17:01:08
Python/Java/C++/C软开/软测【14-16薪】,1.2-2.4万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, C++, C",技术-后端开发-Python,2026-05-20 17:01:08
python开发工程师,1.4-2万,北京·丰台·看丹,京北方,民营,10000人以上,本科,3-5年,"Python并发框架, 达梦数据库",技术-后端开发-Python,2026-05-20 17:01:08
Python 开发工程师,8000-15000元,北京·大兴·博兴,康龙化成,上市公司,10000人以上,本科,3-5年,"FASTAPI, Flask, Django",技术-后端开发-Python,2026-05-20 17:01:09
C++/C/Java/Python/GO开发/测试,1.2-2.4万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"C语言, Java, Python, GIS开发, Web开发, QT开发",技术-后端开发-Python,2026-05-20 17:01:09
Python互联网数据采集（爬虫）开发工程师,8000-16000元,北京·海淀·马连洼,北京万智信达智能科技有限公司,其它,20-99人,本科,经验不限,"Python, 数据采集, 爬虫开发, 分布式爬虫, Scrapy",技术-后端开发-Python,2026-05-20 17:01:09
python中级工程师（银行驻场）,1.1-1.5万,北京·顺义·空港,北京四方上行软件技术有限公司,民营,20-99人,本科,3-5年,,技术-后端开发-Python,2026-05-20 17:01:09
java/c++/C/Python/前端开发工程师,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Java, Python",技术-后端开发-Python,2026-05-20 17:01:09
初级python开发工程师,7000-10000元,北京·朝阳·劲松,北京唯快科技有限公司,民营,100-299人,本科,经验不限,"Django, Flask, MySQL, PostgreSQL, Redis",技术-后端开发-Python,2026-05-20 17:01:09
Python开发工程师,1.6-2.6万,北京·海淀·花园路,苏州人瑞普惠人力资源服务有限公司,上市公司,20-99人,大专,3-5年,"Java, C++, Sql, MySQL",技术-后端开发-Python,2026-05-20 17:01:09
JAVA/C++/C/Python 14薪双休 应届生可投,1.5-3万·14薪,北京,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"JavaScript, Python, C++",技术-后端开发-Python,2026-05-20 17:01:10
python开发工程师,1.2-1.5万,北京·朝阳·望京,维恩贝特科技有限公司,民营,500-999人,本科,1-3年,"Django, Flask, MySQL, PostgreSQL, Redis, 后端模块开发",技术-后端开发-Python,2026-05-20 17:01:10
技术工程师（Python上位机）,8000-15000元·14薪,北京·海淀·学院路,北京灵童半导体有限公司,民营,20-99人,本科,1-3年,,技术-后端开发-Python,2026-05-20 17:01:10
c++/python/java/c/算法/测试,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, Java, Python",技术-后端开发-Python,2026-05-20 17:01:10
python后端开发工程师,1.5-2.2万,北京·海淀·中关村,北京亿智云科技有限公司,20-99人,信息安全,学历不限,5-10年,"Python, MongoDB, Redis",技术-后端开发-Python,2026-05-20 17:01:17
python后端开发工程师,1.6-2万,北京·丰台·右安门,京北方,民营,10000人以上,本科,5-10年,"Python, MySQL, AI, 大模型",技术-后端开发-Python,2026-05-20 17:01:17
python后端工程师,1.5-2万,北京·朝阳·小关,北京易才人力资源顾问有限公司,股份制企业,1000-9999人,大专,3-5年,"PHP, FASTAPI, Python",技术-后端开发-Python,2026-05-20 17:01:17
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-Python,2026-05-20 17:01:17
python后端开发工程师,1.4-1.9万,北京·顺义·旺泉,北京德信德胜科技股份有限公司,上市公司,100-299人,大专,3-5年,"Sql, MySQL, Python",技术-后端开发-Python,2026-05-20 17:01:17
python开发,1.3-1.4万,北京·朝阳,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,大专,3-5年,"Scrapy, MySQL, PANDAS、NUMPY, Sql, Docker",技术-后端开发-Python,2026-05-20 17:01:18
python开发工程师,7000-9000元,北京·通州·马驹桥,北京光华荣昌汽车部件有限公司,民营,500-999人,本科,1-3年,Python,技术-后端开发-Python,2026-05-20 17:01:18
Python/Java/C++/C软开/软测【14-16薪】,1.2-2.4万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, C++, C",技术-后端开发-Python,2026-05-20 17:01:18
python开发工程师,1.4-2万,北京·丰台·看丹,京北方,民营,10000人以上,本科,3-5年,"Python并发框架, 达梦数据库",技术-后端开发-Python,2026-05-20 17:01:18
Python 开发工程师,8000-15000元,北京·大兴·博兴,康龙化成,上市公司,10000人以上,本科,3-5年,"FASTAPI, Flask, Django",技术-后端开发-Python,2026-05-20 17:01:18
C++/C/Java/Python/GO开发/测试,1.2-2.4万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"C语言, Java, Python, GIS开发, Web开发, QT开发",技术-后端开发-Python,2026-05-20 17:01:18
Python互联网数据采集（爬虫）开发工程师,8000-16000元,北京·海淀·马连洼,北京万智信达智能科技有限公司,其它,20-99人,本科,经验不限,"Python, 数据采集, 爬虫开发, 分布式爬虫, Scrapy",技术-后端开发-Python,2026-05-20 17:01:18
python中级工程师（银行驻场）,1.1-1.5万,北京·顺义·空港,北京四方上行软件技术有限公司,民营,20-99人,本科,3-5年,,技术-后端开发-Python,2026-05-20 17:01:18
JAVA/C++/JS/python/GO等通用开发工程师,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"JavaScript, Python, C++, Spring, MySQL",技术-后端开发-Python,2026-05-20 17:01:18
初级python开发工程师,7000-10000元,北京·朝阳·劲松,北京唯快科技有限公司,民营,100-299人,本科,经验不限,"Django, Flask, MySQL, PostgreSQL, Redis",技术-后端开发-Python,2026-05-20 17:01:19
Python开发工程师,1.6-2.6万,北京·海淀·花园路,苏州人瑞普惠人力资源服务有限公司,上市公司,20-99人,大专,3-5年,"Java, C++, Sql, MySQL",技术-后端开发-Python,2026-05-20 17:01:19
C/C++/Java/JS/Python软开（接受应届）,1.5-3万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"JavaScript, Python, C++, Spring, MySQL",技术-后端开发-Python,2026-05-20 17:01:19
python开发工程师,1.2-1.5万,北京·朝阳·望京,维恩贝特科技有限公司,民营,500-999人,本科,1-3年,"Django, Flask, MySQL, PostgreSQL, Redis, 后端模块开发",技术-后端开发-Python,2026-05-20 17:01:19
技术工程师（Python上位机）,8000-15000元·14薪,北京·海淀·学院路,北京灵童半导体有限公司,民营,20-99人,本科,1-3年,,技术-后端开发-Python,2026-05-20 17:01:19
Java/C++/python/c/算法岗位,1.5-3万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,,技术-后端开发-Python,2026-05-20 17:01:19
C工程师,2.2-3万,北京·海淀·上地,北京密码云芯科技有限公司,民营,100-299人,本科,3-5年,,技术-后端开发-C/C++,2026-05-20 17:01:27
C/C++/Java/Python//JS无经验可投递-双休五险一金年终奖,1.5-3万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, Python, C语言",技术-后端开发-C/C++,2026-05-20 17:01:27
C/C++通讯软件开发工程师,面议,北京·通州·台湖,中兴通讯,股份制企业,10000人以上,本科,1-3年,"C++, C语言, 通信专用ASIC",技术-后端开发-C/C++,2026-05-20 17:01:27
北京-软件产品经理（To C）,2.5-4万,北京·海淀,北京思灵机器人科技有限责任公司,民营,1000-9999人,本科,5-10年,"TO C, 软件产品经理, 引流",技术-后端开发-C/C++,2026-05-20 17:01:27
Python/Java/C++/C软开/软测【14-16薪】,1.2-2.4万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"Java, C++, C",技术-后端开发-C/C++,2026-05-20 17:01:28
Linux C 开发工程师助理,1.2-1.6万,北京·海淀·马连洼,北京蓝卡科技股份有限公司,上市公司,100-299人,本科,1-3年,"Linux C, 嵌入式, C/C++, 嵌入式开发, MySQL, Redis",技术-后端开发-C/C++,2026-05-20 17:01:28
初级软件工程师（C/C++/Qt）,8000-15000元,北京·昌平,北京星空建腾电子科技有限公司,民营,20-99人,本科,经验不限,"C语言, C#, QT开发",技术-后端开发-C/C++,2026-05-20 17:01:28
C++/C/Java/Python/GO开发/测试,1.2-2.4万,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,1-3年,"C语言, Java, Python, GIS开发, Web开发, QT开发",技术-后端开发-C/C++,2026-05-20 17:01:28
c/c++软件开发工程师,8000-15000元,北京·朝阳,北京信博云控科技发展有限公司,民营,20-99人,本科,3-5年,"STL, Linux开发, C/C++开发, 高并发系统优化",技术-后端开发-C/C++,2026-05-20 17:01:28
C/C++(Qt)软件工程师,1.3-2万,北京·石景山·苹果园,北京龙坤盛达科技有限公司,民营,20-99人,本科,经验不限,"QT开发, Linux开发, 上位机, PS",技术-后端开发-C/C++,2026-05-20 17:01:28
Java/C/C++/Python/js前端等,1.8-3.5万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,学历不限,经验不限,"Java, C, JavaScript",技术-后端开发-C/C++,2026-05-20 17:01:28
急招普工/操作工,5000-8000元,北京·房山·石楼,北京京宇一美生物科技有限责任公司,民营,20-99人,高中,经验不限,"厂内食堂, 无菌操作, 注射剂, 社会保险, 月结, 清洗灭菌",技术-后端开发-C/C++,2026-05-20 17:01:28
C/C++软件开发工程师,1.2-1.8万,北京·东城·和平里,北京惟望科技发展有限公司,国企,20-99人,本科,3-5年,C语言,技术-后端开发-C/C++,2026-05-20 17:01:29
C/C++软件开发工程师,1.2-2.4万·14薪,北京·海淀,外企德科数字技术有限公司,合资,10000人以上,本科,经验不限,"C语言, MFC, Qt, MySQL",技术-后端开发-C/C++,2026-05-20 17:01:29
